Year,Volcanic Explosivity Index,Volcano Type,Flag Tsunami,Flag Earthquake,Name and country
1631,,Volcán escudo,True,False,Dama Ali(Ethiopia)
1659,4,Estratovolcán,False,True,Teon(Pacific Ocean)
1664,,Volcán complejo,False,True,Iwo-Tori-shima(Japan)
1707,,Volcán escudo,False,True,Santorini(Greece)
1729,2,Caldera,True,True,Krafla(Iceland)
1780,4,Estratovolcán,True,True,Sakura-jima(Japan)
1835,,Caldera,True,False,Banda Api(Pacific Ocean)
1843,,Estratovolcán,False,True,Soufriere Guadeloupe(Guadeloupe)
1854,5,Estratovolcán,True,True,Shiveluch(Russia)
1856,,Estratovolcán,False,True,Shishaldin(United States)
1860,2,Estratovolcán,True,True,Fuego(Guatemala)
1868,,Estratovolcán,False,False,Etna(Italy)
1872,4,Estratovolcán,True,True,Merapi(Indonesia)
1875,0,Estratovolcán,True,True,Kelut(Indonesia)
1878,,Estratovolcán,False,False,Yasur(Vanuatu)
1909,2,Estratovolcán,True,False,"Cameroon, Mt.(Cameroon)"
1914,3,Caldera,True,True,Pago(Papua New Guinea)
1917,1,Domo de lava,True,True,Okataina(New Zealand)
1930,2,Caldera,False,True,Krakatau(Indonesia)
1930,3,Estratovolcán,False,True,Stromboli(Italy)
1934,,Estratovolcán,True,True,Hood(United States)
1946,4,Estratovolcán,False,True,Sarychev Peak(Russia)
1954,,Estratovolcán,False,True,Stromboli(Italy)
1955,3,Estratovolcán,True,True,Sakura-jima(Japan)
1962,,Estratovolcán,True,True,Merapi(Indonesia)
1990,4,Estratovolcán,True,True,Kelut(Indonesia)
1993,1,Volcán complejo,True,True,Unzen(Japan)
2010,3,Estratovolcán,True,True,Karangetang [Api Siau](Indonesia)
2014,,Volcán escudo,True,True,Kilauea(United States)
2016,,Estratovolcán,True,True,Sinabung(Indonesia)
2019,4,Estratovolcán,True,True,Manam(Papua New Guinea)
2019,,Estratovolcán,True,True,Sinabung(Indonesia)
1357,4,Volcán subglacial,True,True,Katla(Iceland)
1586,5,Estratovolcán,True,True,Kelut(Indonesia)
1730,,Cono piroclástico,True,True,Tseax River Cone(Canada)
1823,0,Volcán escudo,True,True,Kilauea(United States)
1832,3,Estratovolcán,True,True,Merapi(Indonesia)
1838,2,Estratovolcán,True,True,Gamalama(Indonesia)
1858,2,Estratovolcán,True,True,Mayon(Philippines)
1872,3,Caldera,True,True,Aso(Japan)
1879,2,Estratovolcán,False,True,Stromboli(Italy)
1893,2,Estratovolcán,True,True,Azuma(Japan)
1918,3,Volcán submarino,False,True,Banua Wuhu(Indonesia)
1940,2,Estratovolcán,True,True,Miyake-jima(Japan)
1966,3,Estratovolcán,False,True,Tinakula(Solomon Is.)
1970,3,Estratovolcán,True,True,Hekla(Iceland)
1974,4,Estratovolcán,True,True,Fuego(Guatemala)
1975,2,Volcán complejo,True,True,Marapi(Indonesia)
1977,1,Caldera,True,True,Krafla(Iceland)
1984,,Volcán complejo,True,True,On-take(Japan)
1989,,Caldera,True,True,Aso(Japan)
1991,,Volcán complejo,True,True,Mutnovsky(Russia)
1991,5,Estratovolcán,True,True,"Hudson, Cerro(Chile)"
1992,,Volcán complejo,True,True,Dieng Volc Complex(Indonesia)
1993,2,Estratovolcán,True,True,Mayon(Philippines)
1995,,Volcán complejo,True,True,Kelimutu(Indonesia)
2015,,Domo de lava,True,True,Okataina(New Zealand)
2018,,Estratovolcán,False,True,Kadovar(Papua New Guinea)
-1890,6,Estratovolcán,True,True,"Hudson, Cerro(Chile)"
-455,4,Estratovolcán,True,True,Cotopaxi(Ecuador)
240,6,Estratovolcán,True,True,Ksudach(Russia)
1362,5,Estratovolcán,True,True,Oraefajokull(Iceland)
1385,3,Estratovolcán,True,True,Kelut(Indonesia)
1630,4,Estratovolcán,True,True,Furnas(Portugal)
1669,3,Estratovolcán,True,False,Etna(Italy)
1670,2,Volcán escudo,True,True,Aoba(Vanuatu)
1690,3,Volcán complejo,True,True,Guntur(Indonesia)
1766,3,Estratovolcán,True,True,Mayon(Philippines)
1780,3,Estratovolcán,True,True,Aoga-shima(Japan)
1784,4,Caldera,True,True,Grimsvotn(Iceland)
1890,2,Estratovolcán,True,True,Victory(Papua New Guinea)
1913,1,Volcán complejo,True,True,Asama(Japan)
1926,3,Estratovolcán,True,True,Tokachi(Japan)
1932,4,Estratovolcán,True,True,Fuego(Guatemala)
1964,2,Estratovolcán,True,True,Villarrica(Chile)
1967,3,Caldera,False,True,Deception Island(Antarctica)
1974,2,Estratovolcán,True,True,Merapi(Indonesia)
1977,1,Estratovolcán,True,True,"Nyiragongo(Congo, DRC)"
1988,3,Estratovolcán,True,True,Lonquimay(Chile)
1991,1,Volcán complejo,True,True,Unzen(Japan)
1993,1,Estratovolcán,True,True,Guagua Pichincha(Ecuador)
2008,3,Estratovolcán,True,True,Tungurahua(Ecuador)
2011,3,Estratovolcán,True,True,Nabro(Eritrea)
2013,,Estratovolcán,True,True,Ubinas(Peru)
2014,,Estratovolcán,True,True,Sinabung(Indonesia)
2015,,Estratovolcán,True,True,Sinabung(Indonesia)
-197,3,Volcán escudo,False,False,Santorini(Greece)
60,6,Estratovolcán,True,True,Bona-Churchill(United States)
1631,5,Volcán complejo,False,False,Vesuvius(Italy)
1682,3,Volcán complejo,True,True,Vesuvius(Italy)
1757,0,Respiradero de fisura,True,False,San Jorge(Portugal)
1812,4,Estratovolcán,True,True,Soufriere St. Vincent(St. Vincent & the Grenadines)
1827,2,Estratovolcán,True,True,Avachinsky(Russia)
1846,2,Estratovolcán,True,True,Tangkubanparahu(Indonesia)
1856,4,Estratovolcán,True,True,Komaga-take(Japan)
1883,4,Domo de lava,False,True,Augustine(United States)
1914,4,Estratovolcán,False,False,Sakura-jima(Japan)
1919,3,Estratovolcán,False,True,Stromboli(Italy)
1927,1,Estratovolcán,True,True,Esjufjoll(Iceland)
1944,2,Volcán complejo,True,True,Vesuvius(Italy)
1949,3,Estratovolcán,True,True,Camiguin(Philippines)
1953,2,Volcán submarino,False,True,Myojun Knoll(Japan)
1968,3,Estratovolcán,True,True,Arenal(Costa Rica)
1972,,Volcán complejo,True,True,Hakone(Japan)
1981,2,Estratovolcán,True,True,Alaid(Russia)
1990,,Estratovolcán,True,True,Kelut(Indonesia)
1997,3,Estratovolcán,True,True,Soufriere Hills(Montserrat)
2002,3,Estratovolcán,True,True,Semeru(Indonesia)
2006,3,Estratovolcán,True,True,Tungurahua(Ecuador)
1334,3,Estratovolcán,True,True,Kelut(Indonesia)
1564,3,Estratovolcán,True,True,Gamkonora(Indonesia)
1711,3,Estratovolcán,True,True,Awu(Indonesia)
1873,,Volcán complejo,True,True,Vesuvius(Italy)
1877,4,Estratovolcán,True,True,Cotopaxi(Ecuador)
1892,3,Estratovolcán,False,True,Awu(Indonesia)
1895,2,Estratovolcán,True,True,Semeru(Indonesia)
1895,2,Estratovolcán,True,True,Karkar(Papua New Guinea)
1902,,Estratovolcán,False,True,Pelee(Martinique)
1904,2,Volcán escudo,True,True,Karthala(Comoros)
1906,3,Volcán complejo,False,True,Vesuvius(Italy)
1928,1,Estratovolcán,True,True,Etna(Italy)
1929,3,Estratovolcán,True,True,Calbuco(Chile)
1930,3,Estratovolcán,True,True,Merapi(Indonesia)
1933,3,Estratovolcán,False,True,Kharimkotan(Russia)
1933,4,Estratovolcán,True,True,Kuchinoerabu-jima(Japan)
1950,1,Estratovolcán,True,True,Semeru(Indonesia)
1972,2,Volcán escudo,True,True,"Fournaise, Piton de la(Reunion)"
1978,3,Estratovolcán,True,True,Usu(Japan)
1979,,Volcán complejo,False,True,Iliwerung(Indonesia)
1996,,Estratovolcán,True,True,Maderas(Nicaragua)
2002,4,Estratovolcán,True,True,Reventador(Ecuador)
2011,4,Estratovolcán,True,True,Tungurahua(Ecuador)
2016,,Caldera,True,True,Aso(Japan)
-1010,5,Estratovolcán,True,True,Tungurahua(Ecuador)
350,,Domo de lava,True,True,Augustine(United States)
1311,4,Volcán subglacial,True,True,Katla(Iceland)
1587,4,Estratovolcán,True,True,Merapi(Indonesia)
1716,2,Estratovolcán,True,True,Kelut(Indonesia)
1729,1,Estratovolcán,True,True,Bardarbunga(Iceland)
1742,3,Estratovolcán,True,True,Cotopaxi(Ecuador)
1772,3,Estratovolcán,False,True,Gamalama(Indonesia)
1775,3,Estratovolcán,True,True,Lokon-Empung(Indonesia)
1840,3,Estratovolcán,True,True,Ararat(Turkey)
1871,3,Estratovolcán,True,True,Mayon(Philippines)
1874,2,Estratovolcán,True,True,Taal(Philippines)
1883,6,Caldera,False,True,Krakatau(Indonesia)
1885,2,Estratovolcán,True,True,Semeru(Indonesia)
1919,0,Volcán escudo,False,True,Mauna Loa(United States)
1939,1,Volcán complejo,True,True,Dieng Volc Complex(Indonesia)
1952,2,Volcán submarino,False,True,Myojun Knoll(Japan)
1952,1,Volcán compuesto,True,True,Ambalatungan Group(Philippines)
1961,3,Estratovolcán,True,True,Calbuco(Chile)
1978,3,Estratovolcán,True,True,Semeru(Indonesia)
1984,,Maar,True,True,Oku Volc Field(Cameroon)
1986,2,Estratovolcán,True,True,Stromboli(Italy)
1987,,Volcán complejo,True,False,Sirung(Indonesia)
1993,,Volcán escudo,True,True,Kilauea(United States)
1996,3,Estratovolcán,True,True,Popocatepetl(Mexico)
2006,3,Estratovolcán,True,True,Tungurahua(Ecuador)
2010,,Estratovolcán,True,True,Sinabung(Indonesia)
2016,,Caldera,True,True,Yellowstone(United States)
-4350,7,Caldera,True,True,Kikai(Japan)
934,4,Volcán subglacial,True,True,Katla(Iceland)
1250,,Estratovolcán,True,True,Fentale(Ethiopia)
1389,3,Estratovolcán,True,True,Hekla(Iceland)
1471,5,Estratovolcán,True,True,Sakura-jima(Japan)
1500,4,Volcán subglacial,True,True,Katla(Iceland)
1590,3,Estratovolcán,True,True,Colima(Mexico)
1596,2,Volcán complejo,True,True,Asama(Japan)
1606,2,Estratovolcán,False,True,Hachijo-jima(Japan)
1712,2,Estratovolcán,True,True,Bardarbunga(Iceland)
1716,2,Estratovolcán,True,True,Bardarbunga(Iceland)
1737,2,Volcán complejo,True,True,Vesuvius(Italy)
1779,4,Estratovolcán,True,True,Sakura-jima(Japan)
1783,4,Volcán complejo,True,True,Asama(Japan)
1822,3,Estratovolcán,True,True,Merapi(Indonesia)
1840,3,Estratovolcán,True,True,Tinakula(Solomon Is.)
1845,2,Estratovolcán,False,False,Soputan(Indonesia)
1847,2,Estratovolcán,True,True,Fogo(Cape Verde)
1856,3,Estratovolcán,False,False,Awu(Indonesia)
1861,4,Estratovolcán,True,True,Makian(Indonesia)
1903,1,Domo de lava,True,True,Okataina(New Zealand)
1951,,Volcán complejo,True,True,Hakone(Japan)
1954,2,Estratovolcán,True,True,Bam(Papua New Guinea)
1958,,Estratovolcán,True,True,Daisetsu(Japan)
1962,2,Estratovolcán,True,True,Gamalama(Indonesia)
1969,2,Estratovolcán,True,True,Merapi(Indonesia)
1973,3,Estratovolcán,True,True,Paluweh(Indonesia)
1974,3,Estratovolcán,True,True,Sakura-jima(Japan)
1978,,Estratovolcán,True,True,Tangkubanparahu(Indonesia)
1983,4,Estratovolcán,True,True,Colo [Una Una](Indonesia)
1987,2,Estratovolcán,True,True,Etna(Italy)
1994,3,Estratovolcán,True,True,Rinjani(Indonesia)
1996,3,Caldera,True,True,Grimsvotn(Iceland)
1997,3,Estratovolcán,True,True,Soufriere Hills(Montserrat)
1999,3,Estratovolcán,True,True,Guagua Pichincha(Ecuador)
2001,2,Estratovolcán,True,True,Merapi(Indonesia)
2002,1,Estratovolcán,True,True,"Nyiragongo(Congo, DRC)"
2011,,Estratovolcán,True,True,Karangetang [Api Siau](Indonesia)
2012,,Volcán escudo,True,True,Kilauea(United States)
2012,,Volcán escudo,True,True,Kilauea(United States)
416,,Caldera,False,True,Krakatau(Indonesia)
1311,3,Estratovolcán,True,True,Kelut(Indonesia)
1410,3,Estratovolcán,True,True,Nasu(Japan)
1672,2,Estratovolcán,True,True,Fayal(Portugal)
1780,,Estratovolcán,False,True,Sakura-jima(Japan)
1800,2,Estratovolcán,True,True,Kieyo(Tanzania)
1803,2,Volcán complejo,True,True,Asama(Japan)
1894,3,Escudo piroclástico,True,True,Ambrym(Vanuatu)
1910,2,Estratovolcán,True,True,Usu(Japan)
1911,2,Volcán complejo,True,True,Asama(Japan)
1917,3,Estratovolcán,True,False,San Salvador(El Salvador)
1923,,Estratovolcán,True,True,Tangkubanparahu(Indonesia)
1923,2,Volcán escudo,True,True,Kirishima(Japan)
1929,4,Estratovolcán,True,True,Komaga-take(Japan)
1929,3,Estratovolcán,True,True,Santa Maria(Guatemala)
1939,1,Volcán submarino,False,True,Kick-'em-Jenny(Netherlands)
1951,3,Estratovolcán,True,True,Kelut(Indonesia)
1966,4,Estratovolcán,True,True,Awu(Indonesia)
1971,2,Estratovolcán,True,True,Villarrica(Chile)
1974,2,Domo de lava,True,True,Niigata-Yake-yama(Japan)
1977,0,Volcán escudo,True,True,Karthala(Comoros)
1978,2,Estratovolcán,True,True,Bulusan(Philippines)
1982,5,Cono de toba,True,True,"Chichon, El(Mexico)"
1986,,Volcán complejo,True,True,Akita-Yake-yama(Japan)
2001,2,Estratovolcán,True,True,Etna(Italy)
2018,1,Volcán escudo,True,True,Kilauea(United States)
-1610,7,Volcán escudo,False,False,Santorini(Greece)
-150,,Volcán complejo,True,True,St. Andrew Strait(Papua New Guinea)
-100,6,Volcán escudo,True,True,Okmok(United States)
1341,3,Estratovolcán,True,True,Hekla(Iceland)
1430,,Caldera,True,True,Kuwae(Vanuatu)
1510,4,Estratovolcán,True,True,Hekla(Iceland)
1580,6,Escudo piroclástico,True,True,Billy Mitchell(Papua New Guinea)
1698,3,Estratovolcán,True,True,Cereme(Indonesia)
1716,4,Estratovolcán,False,False,Taal(Philippines)
1717,3,Estratovolcán,True,True,Fuego(Guatemala)
1721,5,Volcán subglacial,True,True,Katla(Iceland)
1819,,Estratovolcán,False,True,Asuncion(United States)
1845,3,Estratovolcán,True,True,Ruiz(Colombia)
1895,2,Volcán escudo,True,True,Kirishima(Japan)
1901,,Estratovolcán,False,False,Epi(Vanuatu)
1907,0,Volcán submarino,False,False,Unnamed(Tonga)
1928,,Caldera,False,True,Krakatau(Indonesia)
1940,2,Estratovolcán,True,True,"Lengai, Ol Doinyo(Tanzania)"
1946,2,Estratovolcán,True,True,Semeru(Indonesia)
1953,3,Estratovolcán,True,True,Merapi(Indonesia)
1954,,Estratovolcán,True,True,Tate-yama(Japan)
1961,2,Volcán complejo,True,True,Asama(Japan)
1962,3,Estratovolcán,True,True,Tokachi(Japan)
1963,3,Estratovolcán,True,False,Agung(Indonesia)
1969,2,Volcán compuesto,False,True,Didicas(Philippines)
1997,1,Estratovolcán,True,True,Karangetang [Api Siau](Indonesia)
2000,3,Estratovolcán,True,True,Semeru(Indonesia)
2009,,Volcán escudo,True,True,Kilauea(United States)
2011,,Estratovolcán,True,True,Merapi(Indonesia)
450,6,Caldera,True,True,Ilopango(El Salvador)
1565,3,Volcán complejo,True,False,Pacaya(Guatemala)
1716,3,Volcán escudo,True,True,Kirishima(Japan)
1721,1,Volcán complejo,True,True,Asama(Japan)
1762,2,Estratovolcán,True,True,Kliuchevskoi(Russia)
1784,,Estratovolcán,True,True,Sabancaya(Peru)
1786,2,Volcán complejo,True,True,Dieng Volc Complex(Indonesia)
1800,,Volcán complejo,True,True,Guntur(Indonesia)
1800,0,Volcán escudo,True,True,Hualalai(United States)
1839,2,Volcán submarino,False,True,Unnamed(Chile)
1861,2,Caldera,True,True,Grimsvotn(Iceland)
1878,3,Escudo piroclástico,False,False,Rabaul(Papua New Guinea)
1901,3,Estratovolcán,True,True,Kelut(Indonesia)
1911,3,Estratovolcán,False,False,Taal(Philippines)
1917,3,Estratovolcán,True,True,"Lengai, Ol Doinyo(Tanzania)"
1921,,Estratovolcán,True,True,Nasu(Japan)
1933,,Volcán complejo,True,True,Hakone(Japan)
1941,2,Estratovolcán,True,True,Semeru(Indonesia)
1944,2,Estratovolcán,True,True,Usu(Japan)
1947,4,Estratovolcán,True,True,Hekla(Iceland)
1976,,Estratovolcán,True,True,Kusatsu-Shirane(Japan)
1979,2,Estratovolcán,True,True,Etna(Italy)
1982,4,Estratovolcán,True,True,Galunggung(Indonesia)
1988,3,Estratovolcán,True,True,Arenal(Costa Rica)
2005,,Volcán escudo,True,True,Karthala(Comoros)
2010,,Estratovolcán,True,True,Tengger Caldera(Indonesia)
-1050,6,Estratovolcán,True,True,Pinatubo(Philippines)
764,4,Estratovolcán,True,True,Sakura-jima(Japan)
766,3,Estratovolcán,False,False,Sakura-jima(Japan)
1760,4,Estratovolcán,True,True,Makian(Indonesia)
1766,4,Estratovolcán,True,True,Hekla(Iceland)
1790,4,Volcán escudo,True,True,Kilauea(United States)
1803,2,Volcán complejo,True,True,Asama(Japan)
1813,2,Volcán complejo,False,True,Vesuvius(Italy)
1825,3,Estratovolcán,True,True,Shishaldin(United States)
1869,2,Estratovolcán,True,True,Lamongan(Indonesia)
1883,,Caldera,False,True,Krakatau(Indonesia)
1900,2,Volcán complejo,True,True,Asama(Japan)
1914,,Estratovolcán,True,True,White Island(New Zealand)
1928,3,Estratovolcán,False,True,Paluweh(Indonesia)
1952,2,Volcán submarino,False,True,Myojun Knoll(Japan)
1953,0,Volcán complejo,True,True,Sirung(Indonesia)
1963,2,Estratovolcán,True,True,Villarrica(Chile)
1976,2,Estratovolcán,True,True,Merapi(Indonesia)
1977,3,Estratovolcán,True,True,Usu(Japan)
1980,5,Estratovolcán,False,False,St. Helens(United States)
1981,,Estratovolcán,True,True,Vilyuchik(Russia)
1985,3,Estratovolcán,True,True,Ruiz(Colombia)
1990,3,Estratovolcán,True,True,Shiveluch(Russia)
1990,3,Estratovolcán,True,True,Santa Maria(Guatemala)
1995,3,Estratovolcán,True,True,Yasur(Vanuatu)
2006,1,Estratovolcán,True,True,Merapi(Indonesia)
2010,2,Estratovolcán,True,True,Eyjafjallajokull(Iceland)
2010,3,Estratovolcán,True,True,Tungurahua(Ecuador)
2011,,Volcán subglacial,True,True,Katla(Iceland)
2015,,Estratovolcán,True,True,Sinabung(Indonesia)
2018,2,Escudo piroclástico,True,False,Ambrym(Vanuatu)
2019,4,Estratovolcán,True,True,Manam(Papua New Guinea)
-1370,6,Caldera,True,True,Pago(Papua New Guinea)
710,6,Caldera,True,True,Pago(Papua New Guinea)
1853,3,Estratovolcán,True,True,Mayon(Philippines)
1872,4,Estratovolcán,True,True,Merapi(Indonesia)
1878,3,Estratovolcán,False,True,Yasur(Vanuatu)
1905,2,Volcán escudo,False,True,Savai'i(Samoa)
1918,4,Volcán subglacial,True,True,Katla(Iceland)
1944,2,Estratovolcán,False,True,Stromboli(Italy)
1952,2,Volcán submarino,False,True,Myojun Knoll(Japan)
1955,4,Cono piroclástico,True,True,Carran-Los Venados(Chile)
1961,3,Estratovolcán,True,True,Merapi(Indonesia)
1975,3,Estratovolcán,True,True,Arenal(Costa Rica)
1980,3,Estratovolcán,True,True,Hekla(Iceland)
1981,2,Estratovolcán,True,True,Paluweh(Indonesia)
1988,,Volcán complejo,True,True,Akita-Yake-yama(Japan)
1991,2,Volcán escudo,True,True,Karthala(Comoros)
1994,3,Estratovolcán,True,True,Merapi(Indonesia)
1995,1,Estratovolcán,True,True,Yake-dake(Japan)
2002,,Estratovolcán,False,True,Stromboli(Italy)
2003,3,Estratovolcán,False,True,Soufriere Hills(Montserrat)
2010,3,Estratovolcán,True,True,Tungurahua(Ecuador)
2018,2,Estratovolcán,True,True,Fuego(Guatemala)
-1550,,Estratovolcán,True,True,Redoubt(United States)
-250,6,Estratovolcán,True,True,Raoul Island(New Zealand)
1640,5,Estratovolcán,False,False,Komaga-take(Japan)
1785,3,Estratovolcán,True,True,Aoga-shima(Japan)
1812,3,Estratovolcán,True,True,Awu(Indonesia)
1853,0,Volcán escudo,True,True,Niuafo'ou(Tonga)
1892,2,Estratovolcán,True,True,Sorikmarapi(Indonesia)
1917,3,Estratovolcán,True,True,Calbuco(Chile)
1938,1,Volcán complejo,True,True,Asama(Japan)
1941,2,Volcán complejo,True,True,Asama(Japan)
1943,4,Cono de ceniza,True,True,Michoacan-Guanajuato(Mexico)
1944,2,Volcán complejo,True,True,Dieng Volc Complex(Indonesia)
1953,1,Estratovolcán,True,True,Oshima(Japan)
1973,,Estratovolcán,True,True,"Hudson, Cerro(Chile)"
1990,2,Caldera,True,True,Aso(Japan)
1991,6,Estratovolcán,True,False,Pinatubo(Philippines)
1992,1,Estratovolcán,True,True,Pinatubo(Philippines)
1995,2,Estratovolcán,True,True,Fogo(Cape Verde)
1996,3,Estratovolcán,True,True,Manam(Papua New Guinea)
2000,,Volcán escudo,True,True,Kilauea(United States)
2005,3,Estratovolcán,True,True,Santa Ana(El Salvador)
2006,2,Estratovolcán,False,True,Soufriere Hills(Montserrat)
2015,,Estratovolcán,True,True,Calbuco(Chile)
2017,,Caldera,True,True,Campi Flegrei(Italy)
2018,,Estratovolcán,True,True,Kadovar(Papua New Guinea)
2018,,Estratovolcán,True,True,Ijen(Indonesia)
